Id,SurfaceArea,NumRooms,Type,Address,Description,Rent,Bookmark,Link
5230841.0,,1.5,furnished-residential-property,"Ch. du Devin 47 A-B, 1012 Lausanne, VD",Charmant studio meublé avec goût dans un quartier résidentiel et calme,1490.0,,/en/d/furnished-residential-property-rent-lausanne/5230841?s=2&t=1&l=2023&ct=615&ci=69&pn=3
5267198.0,63.0,3.0,flat,"Ch. du Devin 31A, 1012 Lausanne, VD",Appartement de 3 pièces au Niv. -3,1500.0,,/en/d/flat-rent-lausanne/5267198?s=2&t=1&l=2023&ct=615&ci=70&pn=3
5278485.0,55.0,2.5,flat,"Ch. de Renens 54, 1004 Lausanne, VD","Appartement, 2.5 pièce(s)",1500.0,,"/en/d/flat-rent-s)»lausanne/5278485?s=2&t=1&l=2023&ct=615&ci=71&pn=3## «Appartement, 2.5 pièce(s"
5256611.0,49.0,2.0,flat,"Passage Fr.-Bocion 5, 1007 Lausanne, VD",Agréable logement à deux pas d'Ouchy,1510.0,,/en/d/flat-rent-lausanne/5256611?s=2&t=1&l=2023&ct=615&ci=72&pn=3
5128286.0,49.0,2.0,flat,"Passage Fr.-Bocion 5, 1007 Lausanne, VD","Ouchy, deux agréables logements de 2 pièces",1520.0,,/en/d/flat-rent-lausanne/5128286?s=2&t=1&l=2023&ct=615&ci=73&pn=4
5273119.0,48.0,2.0,flat,"9 Chemin de Maillefer, 1018 Lausanne, VD",Joli appartement dans les hauts de Lausanne,1525.0,,/en/d/flat-rent-lausanne/5273119?s=2&t=1&l=2023&ct=615&ci=74&pn=4
4726639.0,42.0,1.5,flat,"Route de la Feuillère 21, 1010 Lausanne, VD",Spacieux et moderne appartement avec une place de parc comprise.,1530.0,,/en/d/flat-rent-lausanne/4726639?s=2&t=1&l=2023&ct=615&ci=75&pn=4
5185782.0,42.0,1.5,flat,"Route de la Feuillère 19, 1010 Lausanne, VD","Spacieux appartement moderne, idéal pour célibataire",1530.0,,/en/d/flat-rent-lausanne/5185782?s=2&t=1&l=2023&ct=615&ci=76&pn=4
5279789.0,61.0,2.5,flat,"Avenue de Riant-Mont 14, 1004 Lausanne, VD",Appartement de 2.5 pièces avec vue sur le lac,1530.0,,/en/d/flat-rent-lausanne/5279789?s=2&t=1&l=2023&ct=615&ci=77&pn=4
4892242.0,48.0,2.0,flat,"Rue des Echelettes 8, 1004 Lausanne, VD",Votre nouveau logement de 2 pièces au centre-ville,1540.0,,/en/d/flat-rent-lausanne/4892242?s=2&t=1&l=2023&ct=615&ci=78&pn=4
5206728.0,66.0,2.5,flat,"Av. de Chailly 50, 1012 Lausanne, VD","Charmant appartement de 2.5 pièces, au coeur du quartier de Chailly",1540.0,,/en/d/flat-rent-lausanne/5206728?s=2&t=1&l=2023&ct=615&ci=79&pn=4
5243896.0,45.0,3.0,flat,"Chemin des Lilas 5, 1018 Lausanne, VD",Charmant appartement de 3 pièces à louer quartier de la Pontaise,1540.0,,/en/d/flat-rent-lausanne/5243896?s=2&t=1&l=2023&ct=615&ci=80&pn=4
5179846.0,46.0,2.0,flat,"Ch. du Devin 76, 1012 Lausanne, VD",Quartier calme à proximité du centre de Chailly,1560.0,,/en/d/flat-rent-lausanne/5179846?s=2&t=1&l=2023&ct=615&ci=81&pn=4
5253621.0,43.0,1.5,flat,"Rue des Echelettes 11, 1004 Lausanne, VD",Appartement neuf de 43 m2 au centre ville,1560.0,,/en/d/flat-rent-lausanne/5253621?s=2&t=1&l=2023&ct=615&ci=82&pn=4
4988081.0,53.0,2.0,flat,"Chemin du Furet 12, 1018 Lausanne, VD","Quartier très calme, lumineux logement",1590.0,,/en/d/flat-rent-lausanne/4988081?s=2&t=1&l=2023&ct=615&ci=83&pn=4
5105111.0,70.0,3.5,flat,"Chemin du Martient 28, 1007 Lausanne, VD",Au Malley ! Endoit central! Splendid appartement avec balcon!,1590.0,,/en/d/flat-rent-lausanne/5105111?s=2&t=1&l=2023&ct=615&ci=84&pn=4
5270609.0,56.0,2.0,flat,"Rue Pré-du-Marché 19, 1004 Lausanne, VD",2-pièces-Appartement à LAUSANNE,1590.0,,/en/d/flat-rent-lausanne/5270609?s=2&t=1&l=2023&ct=615&ci=85&pn=4
5096354.0,25.0,,furnished-residential-property,"Rue de la Mercerie 18, 1003 Lausanne, VD",1003 Lausanne - Mercerie 18,1600.0,,/en/d/furnished-residential-property-rent-lausanne/5096354?s=2&t=1&l=2023&ct=615&ci=86&pn=4
5214781.0,50.0,2.5,attic-flat,"1000 Lausanne, VD","Urgent ! Joli 2,5 pièces mansardé - Type loft à Prilly",1600.0,,/en/d/attic-flat-rent-lausanne/5214781?s=2&t=1&l=2023&ct=615&ci=87&pn=4
5254016.0,25.0,,flat,"Rue de la Mercerie 18, 1003 Lausanne, VD",Rue de la Mercerie 18 - 1003 Lausanne,1600.0,,/en/d/flat-rent-lausanne/5254016?s=2&t=1&l=2023&ct=615&ci=88&pn=4
5283324.0,,2.5,flat,"Boulevard de Grancy 1, 1006 Lausanne, VD",Spacieux appartement de 2.5 pièces - QUARTIER SOUS GARE,1600.0,,/en/d/flat-rent-lausanne/5283324?s=2&t=1&l=2023&ct=615&ci=89&pn=4
5245917.0,54.0,2.5,flat,"Av. Victor Ruffy 50, 1012 Lausanne, VD","Superbe logement rénové, proche Chailly et CHUV",1610.0,,/en/d/flat-rent-lausanne/5245917?s=2&t=1&l=2023&ct=615&ci=90&pn=4
5013012.0,55.0,1.5,studio,"Rue de Bourg, 1003 Lausanne, VD",Spacieux studio de 55m2 à la Rue de Bourg à Lausanne - objet rare,1620.0,,/en/d/studio-rent-lausanne/5013012?s=2&t=1&l=2023&ct=615&ci=91&pn=4
5223727.0,55.0,2.5,flat,"Chemin de Pierrefleur 3, 1004 Lausanne, VD",Magnifique logement n° 2 neuf de 2.5 pièces avec balcon au rez sup.,1620.0,,/en/d/flat-rent-lausanne/5223727?s=2&t=1&l=2023&ct=615&ci=92&pn=4
5245923.0,54.0,2.5,flat,"Av. Victor Ruffy 50, 1012 Lausanne, VD","Superbe logement rénové, proche Chailly et CHUV",1620.0,,/en/d/flat-rent-lausanne/5245923?s=2&t=1&l=2023&ct=615&ci=93&pn=4
5278168.0,,2.0,flat,"Avenue du Mont-d'Or 38, 1007 Lausanne, VD",Appartement de 2 pièces au rez - Mont-d'Or 38 à Lausanne,1620.0,,/en/d/flat-rent-lausanne/5278168?s=2&t=1&l=2023&ct=615&ci=94&pn=4
5262523.0,58.0,2.5,flat,"Avenue de Sévelin 13 A, 1004 Lausanne, VD",Maginfique logement,1630.0,,/en/d/flat-rent-lausanne/5262523?s=2&t=1&l=2023&ct=615&ci=95&pn=4
5288318.0,61.0,3.5,flat,"Ch. du Devin 57bis, 1012 Lausanne, VD","Logement lumineux, vue sur le lac Léman",1630.0,New,/en/d/flat-rent-lausanne/5288318?s=2&t=1&l=2023&ct=615&ci=96&pn=4
5185686.0,50.0,2.0,flat,"1004 Lausanne, VD",Beaulieu - Lausanne,1634.0,,/en/d/flat-rent-lausanne/5185686?s=2&t=1&l=2023&ct=615&ci=97&pn=5
5176432.0,54.0,2.0,flat,"2 Chemin de la Fauvette, 1012 Lausanne, VD",2 pièces au coeur de Chailly,1635.0,,/en/d/flat-rent-lausanne/5176432?s=2&t=1&l=2023&ct=615&ci=98&pn=5
5276842.0,70.0,3.5,flat,"Av. du Grey 44, 1004 Lausanne, VD",Dégagement sur le lac,1645.0,,/en/d/flat-rent-lausanne/5276842?s=2&t=1&l=2023&ct=615&ci=99&pn=5
5238006.0,52.0,2.5,flat,"Avenue de la Sallaz 64, 1010 Lausanne, VD",Lausanne centre 2.5 louer tout suite,1650.0,,/en/d/flat-rent-lausanne/5238006?s=2&t=1&l=2023&ct=615&ci=100&pn=5
5278166.0,73.0,3.5,flat,"Avenue de France 28, 1004 Lausanne, VD",,1650.0,,/en/d/flat-rent-lausanne/5278166?s=2&t=1&l=2023&ct=615&ci=101&pn=5
5061095.0,52.0,2.0,flat,"Av. de Morges 7, 1004 Lausanne, VD",Magnifique 2 pièces avec balcon,1660.0,,/en/d/flat-rent-lausanne/5061095?s=2&t=1&l=2023&ct=615&ci=102&pn=5
5223109.0,67.0,2.0,flat,"Place du Tunnel 19, 1005 Lausanne, VD",1005 Lausanne - Tunnel 19,1660.0,,/en/d/flat-rent-lausanne/5223109?s=2&t=1&l=2023&ct=615&ci=103&pn=5
5245918.0,54.0,2.5,flat,"Av. Victor Ruffy 50, 1012 Lausanne, VD","Superbe logement rénové, proche Chailly et CHUV",1660.0,,/en/d/flat-rent-lausanne/5245918?s=2&t=1&l=2023&ct=615&ci=104&pn=5
5254017.0,67.0,2.0,flat,"Place du Tunnel 19, 1005 Lausanne, VD",Place du Tunnel 19 - 1005 Lausanne,1660.0,,/en/d/flat-rent-lausanne/5254017?s=2&t=1&l=2023&ct=615&ci=105&pn=5
5273648.0,52.0,2.0,flat,"Avenue du Léman 28, 1005 Lausanne, VD",Bel appartement de 2 pièces avec un grand balcon,1660.0,,/en/d/flat-rent-lausanne/5273648?s=2&t=1&l=2023&ct=615&ci=106&pn=5
5074668.0,68.0,3.0,flat,"Av. de Chailly 50, 1012 Lausanne, VD",Bel appartement à Chailly!,1665.0,,/en/d/flat-rent-lausanne/5074668?s=2&t=1&l=2023&ct=615&ci=107&pn=5
5233852.0,56.0,2.5,flat,"Avenue d'Echallens 121, 1004 Lausanne, VD",Votre nouveau logement de rêve,1670.0,,/en/d/flat-rent-lausanne/5233852?s=2&t=1&l=2023&ct=615&ci=108&pn=5
5147488.0,65.0,2.5,flat,"Chemin de Maillefer 10, 1018 Lausanne, VD",Entièrement rénové en 2014,1690.0,,/en/d/flat-rent-lausanne/5147488?s=2&t=1&l=2023&ct=615&ci=109&pn=5
5059287.0,58.0,3.0,flat,"Ch. Bonne-Espérance 8, 1006 Lausanne, VD",Quartier tranquille et vue sur le lac,1700.0,,/en/d/flat-rent-lausanne/5059287?s=2&t=1&l=2023&ct=615&ci=110&pn=5
5091112.0,75.0,3.5,flat,"Route du Châtelard 52, 1018 Lausanne, VD",Joli 3.5 pièces au 1er étage.,1700.0,,/en/d/flat-rent-lausanne/5091112?s=2&t=1&l=2023&ct=615&ci=111&pn=5
5287733.0,100.0,3.0,flat,"Rue Caroline 10, 1000 Lausanne, VD",Appartement de 3 pièces en plein centre-ville de Lausanne,1715.0,New,/en/d/flat-rent-lausanne/5287733?s=2&t=1&l=2023&ct=615&ci=112&pn=5
5145481.0,65.0,3.0,flat,"Ch. de Renens 56 D, 1004 Lausanne, VD",Appartement rénové à deux pas de la Gare CFF Malley,1720.0,,/en/d/flat-rent-lausanne/5145481?s=2&t=1&l=2023&ct=615&ci=113&pn=5
5244456.0,66.0,3.0,flat,"Rue des Jardins 26, 1018 Lausanne, VD","Appartement rafraîchit, proche de toutes les commodités",1720.0,,/en/d/flat-rent-lausanne/5244456?s=2&t=1&l=2023&ct=615&ci=114&pn=5
5272170.0,75.0,2.5,flat,"Rue Couchirard 9, 1004 Lausanne, VD",Spacieux 2.5 pièces au rez supérieur.,1730.0,,/en/d/flat-rent-lausanne/5272170?s=2&t=1&l=2023&ct=615&ci=115&pn=5
5135650.0,56.0,2.5,furnished-residential-property,"1005 Lausanne, VD",Magnifique appartement entièrement rénové au centre-ville de Lausanne,1750.0,,/en/d/furnished-residential-property-rent-lausanne/5135650?s=2&t=1&l=2023&ct=615&ci=116&pn=5
5227939.0,39.0,2.0,furnished-residential-property,"Rue de la Mercerie 18, 1003 Lausanne, VD",1003 Lausanne - Rue de la Mercerie 18,1750.0,,/en/d/furnished-residential-property-rent-lausanne/5227939?s=2&t=1&l=2023&ct=615&ci=117&pn=5
5236158.0,52.0,2.5,flat,"Chemin des Sauges 33, 1018 Lausanne, VD","Superbe 2,5 pièces NEUF avec grand balcon",1750.0,,/en/d/flat-rent-lausanne/5236158?s=2&t=1&l=2023&ct=615&ci=118&pn=5
5254021.0,39.0,2.0,furnished-residential-property,"Rue de la Mercerie 18, 1003 Lausanne, VD",Rue de la Mercerie 18 - 1003 Lausanne,1750.0,,/en/d/furnished-residential-property-rent-lausanne/5254021?s=2&t=1&l=2023&ct=615&ci=119&pn=5
5255181.0,59.0,2.0,flat,"Avenue Dapples 22, 1006 Lausanne, VD",A louer de suite 2 pièces à deux pas du métro,1750.0,,/en/d/flat-rent-lausanne/5255181?s=2&t=1&l=2023&ct=615&ci=120&pn=5
5286610.0,69.0,2.5,flat,"av. des Boveresses 72, 1010 Lausanne, VD",Bel appartement de 2.5 pièces,1750.0,New,/en/d/flat-rent-lausanne/5286610?s=2&t=1&l=2023&ct=615&ci=121&pn=6
5217747.0,77.0,3.5,flat,"Ch. de Pierrefleur 41, 1004 Lausanne, VD",Bel appartement à louer dans un quartier calme et verdoyant,1755.0,,/en/d/flat-rent-lausanne/5217747?s=2&t=1&l=2023&ct=615&ci=122&pn=6
5183852.0,63.0,2.0,flat,"Av. Mont-Blanc 12, 1018 Lausanne, VD","Appartement ""coup de coeur""!",1760.0,,/en/d/flat-rent-lausanne/5183852?s=2&t=1&l=2023&ct=615&ci=123&pn=6
5271947.0,66.0,2.5,flat,"4 rue Dr César-Roux, 1005 Lausanne, VD",Appartement de 2.5 pièces au 5 ème étage,1780.0,,/en/d/flat-rent-lausanne/5271947?s=2&t=1&l=2023&ct=615&ci=124&pn=6
5062232.0,,3.5,flat,"Avenue de Montoie 45, 1007 Lausanne, VD","Bel appartement de 3,5 pièces au 1er étage",1790.0,,/en/d/flat-rent-lausanne/5062232?s=2&t=1&l=2023&ct=615&ci=125&pn=6
5286099.0,76.0,3.5,flat,"Rue du Valentin 30, 1004 Lausanne, VD","Appartement, 3.5 pièce(s)",1790.0,New,"/en/d/flat-rent-s)»lausanne/5286099?s=2&t=1&l=2023&ct=615&ci=126&pn=6## «Appartement, 3.5 pièce(s"
5163645.0,,,furnished-residential-property,"Av. des Mousquines 23/25, 1005 Lausanne, VD","à louer, Appartement meublé, 1005 Lausanne, Réf 2771.400030",1800.0,,/en/d/furnished-residential-property-rent-lausanne/5163645?s=2&t=1&l=2023&ct=615&ci=127&pn=6
5214539.0,75.0,3.5,flat,"1000 Lausanne, VD",Chasseur d'appartement Lausanne,1800.0,,/en/d/flat-rent-lausanne/5214539?s=2&t=1&l=2023&ct=615&ci=128&pn=6
5281399.0,,3.0,flat,"Avenue de Chailly 1, 1012 Lausanne, VD",Avenue de Chailly 1 - 1012 Lausanne,1800.0,,/en/d/flat-rent-lausanne/5281399?s=2&t=1&l=2023&ct=615&ci=129&pn=6
5282688.0,67.0,3.0,flat,"Chemin des Lys 14, 1010 Lausanne, VD",Appartement spacieux de 3 pièces idéalement situé,1800.0,,/en/d/flat-rent-lausanne/5282688?s=2&t=1&l=2023&ct=615&ci=130&pn=6
5284408.0,,3.5,flat,"Chemin de la Vallombreuse 5ter, 1004 Lausanne, VD",Occasion à saisir sur Lausanne !,1800.0,,/en/d/flat-rent-lausanne/5284408?s=2&t=1&l=2023&ct=615&ci=131&pn=6
5285542.0,60.0,3.5,flat,"Chemin de Bonne-Espérence, 1000 Lausanne, VD",3.5-pièces-Appartement à Lausanne,1800.0,New,/en/d/flat-rent-lausanne/5285542?s=2&t=1&l=2023&ct=615&ci=132&pn=6
5286606.0,61.0,3.0,flat,"Chemin des Sauges 21, 1018 Lausanne, VD",Appartement de 3 pièces avec belle vue sur les hauts de Lausanne,1800.0,New,/en/d/flat-rent-lausanne/5286606?s=2&t=1&l=2023&ct=615&ci=133&pn=6
5267144.0,62.0,,flat,"Chemin des Diablerets 7, 1012 Lausanne, VD",APPARTEMENT DE 2.5 PIECES D'ENV 62M2,1810.0,,/en/d/flat-rent-lausanne/5267144?s=2&t=1&l=2023&ct=615&ci=134&pn=6
5262521.0,57.0,2.5,flat,"Chemin de Bérée 12 A, 1010 Lausanne, VD",Situé dans un quartier récent (2016),1835.0,,/en/d/flat-rent-2016)»lausanne/5262521?s=2&t=1&l=2023&ct=615&ci=135&pn=6## «Situé dans un quartier récent (2016
5231006.0,62.0,2.5,flat,"Chemin de Bérée 12 B, 1010 Lausanne, VD",À deux pas de l'arrêt du M2 et des accès autoroutiers.,1840.0,,/en/d/flat-rent-lausanne/5231006?s=2&t=1&l=2023&ct=615&ci=136&pn=6
5237169.0,50.0,2.5,flat,"Rue de la Pontaise 10, 1018 Lausanne, VD",2 beaux appartement de 2.5 pièces avec balcon,1850.0,,/en/d/flat-rent-lausanne/5237169?s=2&t=1&l=2023&ct=615&ci=137&pn=6
5201479.0,87.0,3.5,flat,"Chemin I.-de-Montolieu 111, 1010 Lausanne, VD",Appartement de 3.5 pièces au 4ème étage,1870.0,,/en/d/flat-rent-lausanne/5201479?s=2&t=1&l=2023&ct=615&ci=138&pn=6
5267675.0,77.0,3.5,flat,"Rue du Valentin 30, 1004 Lausanne, VD","Appartement, 3.5 pièce(s)",1870.0,,"/en/d/flat-rent-s)»lausanne/5267675?s=2&t=1&l=2023&ct=615&ci=139&pn=6## «Appartement, 3.5 pièce(s"
5255182.0,64.0,3.0,flat,"Chemin du Furet 12, 1018 Lausanne, VD","Dans cadre calme et verdoyant, beau 3 pièces avec dégagement",1880.0,,/en/d/flat-rent-lausanne/5255182?s=2&t=1&l=2023&ct=615&ci=140&pn=6
5086935.0,79.0,,flat,"15 Rue de la Tour, 1004 Lausanne, VD",Loft au centre-ville de Lausanne,1890.0,,/en/d/flat-rent-lausanne/5086935?s=2&t=1&l=2023&ct=615&ci=141&pn=6
5265029.0,70.0,2.5,furnished-residential-property,"1004 Lausanne, VD","MEUBLÉ, DURÉE DÉTERMINÉE: APPARTEMENT 2½ PIÈCES À LAUSANNE (VD )",1890.0,,"/en/d/furnished-residential-property-rent-VD )»lausanne/5265029?s=2&t=1&l=2023&ct=615&ci=142&pn=6## «MEUBLÉ, DURÉE DÉTERMINÉE: APPARTEMENT 2½ PIÈCES À LAUSANNE (VD "
5282675.0,81.0,3.0,flat,"Chemin des Croix-Rouges 4, 1007 Lausanne, VD",Chemin des Croix-Rouges 4 - 1007 Lausanne,1890.0,,/en/d/flat-rent-lausanne/5282675?s=2&t=1&l=2023&ct=615&ci=143&pn=6
5204059.0,86.0,3.5,flat,"Chemin de Maillefer 10, 1018 Lausanne, VD",Appartement spacieux et lumineux.,1895.0,,/en/d/flat-rent-lausanne/5204059?s=2&t=1&l=2023&ct=615&ci=144&pn=6
5210636.0,90.0,3.5,flat,"Chemin de Beau-Val 3, 1012 Lausanne, VD","URGENT! sous-location ou reprise bail - appartement lumineux, calme",1895.0,,/en/d/flat-rent-lausanne/5210636?s=2&t=1&l=2023&ct=615&ci=145&pn=7
5176429.0,80.0,3.0,flat,"3 Rue des Fontenailles, 1007 Lausanne, VD",Appartement de 3 pièces sous-gare,1900.0,,/en/d/flat-rent-lausanne/5176429?s=2&t=1&l=2023&ct=615&ci=146&pn=7
5262520.0,75.0,3.5,flat,"Avenue de Sévelin 13 C, 1004 Lausanne, VD",Bel appartement de standing,1900.0,,/en/d/flat-rent-lausanne/5262520?s=2&t=1&l=2023&ct=615&ci=147&pn=7
4607065.0,104.0,3.5,flat,"Chemin du Salève 9, 1004 Lausanne, VD",Dans les hauts de Lausanne,1915.0,Virtual tour,/en/d/flat-rent-lausanne/4607065?s=2&t=1&l=2023&ct=615&ci=148&pn=7
5262335.0,79.0,3.5,flat,"Ch. du Martinet 19, 1007 Lausanne, VD","Proche de toutes commodités, dans quartier calme",1940.0,,/en/d/flat-rent-lausanne/5262335?s=2&t=1&l=2023&ct=615&ci=149&pn=7
5199031.0,81.0,3.0,flat,"Rue Couchirard 3, 1004 Lausanne, VD",Logement spacieux et lumineux.,1950.0,,/en/d/flat-rent-lausanne/5199031?s=2&t=1&l=2023&ct=615&ci=150&pn=7
5263380.0,,2.5,flat,"Route de Berne 111, 1010 Lausanne, VD","à louer, Appartement, 1010 Lausanne, Réf 1998728",1950.0,,/en/d/flat-rent-lausanne/5263380?s=2&t=1&l=2023&ct=615&ci=151&pn=7
5273116.0,,3.0,flat,"Chemin de Bonne-Espérance 35, 1006 Lausanne, VD",Appartement de 3 pièces au 1er étage - Bonne-Espérance 35 à Lausanne,1950.0,,/en/d/flat-rent-lausanne/5273116?s=2&t=1&l=2023&ct=615&ci=152&pn=7
5273606.0,51.0,2.0,flat,"Chemin de Boston 5, 1004 Lausanne, VD",Appartement neuf avec une terrasse exceptionnelle au centre ville !,1950.0,,/en/d/flat-rent-lausanne/5273606?s=2&t=1&l=2023&ct=615&ci=153&pn=7
5256115.0,73.0,3.5,flat,"Chemin de la Gravière 4, 1007 Lausanne, VD",Quartier de l'Ouest-Lausannois,1975.0,,/en/d/flat-rent-lausanne/5256115?s=2&t=1&l=2023&ct=615&ci=154&pn=7
5244454.0,80.0,4.0,flat,"Rue des Jardins 24, 1018 Lausanne, VD",Appartement rafraîchit de 80 m2 avec balcon,1978.0,,/en/d/flat-rent-lausanne/5244454?s=2&t=1&l=2023&ct=615&ci=155&pn=7
5281896.0,68.0,3.0,flat,"Avenue de Beaulieu 22, 1004 Lausanne, VD",Situation idéale,1980.0,,/en/d/flat-rent-lausanne/5281896?s=2&t=1&l=2023&ct=615&ci=156&pn=7
3794195.0,40.0,1.5,furnished-residential-property,"Chemin de Longeraie 4, 1006 Lausanne, VD",Meublé 1.5 pièces,1990.0,,/en/d/furnished-residential-property-rent-lausanne/3794195?s=2&t=1&l=2023&ct=615&ci=157&pn=7
5268602.0,75.0,3.5,flat,"Avenue des Oiseaux 10, 1018 Lausanne, VD","Appartement de 3.5 pièces d'environ 75m2 au 1er étage, rénové fin 2015.",1990.0,,/en/d/flat-rent-lausanne/5268602?s=2&t=1&l=2023&ct=615&ci=158&pn=7
5280224.0,72.0,3.5,flat,"Chemin du Levant 122, 1005 Lausanne, VD","A louer 3,5 pièces 72m2 + parc extérieur sur Lausanne",1995.0,,/en/d/flat-rent-lausanne/5280224?s=2&t=1&l=2023&ct=615&ci=159&pn=7
4885817.0,,3.5,flat,"9 Pré-du-Marché, 1004 Lausanne, VD",Appartement de 3.5 pièces au 2ème étage,2000.0,,/en/d/flat-rent-lausanne/4885817?s=2&t=1&l=2023&ct=615&ci=160&pn=7
5225994.0,69.0,3.5,flat,"Av. Victor-Ruffy 48, 1012 Lausanne, VD","Appartement rénové, proche du CHUV -",2000.0,,/en/d/flat-rent-lausanne/5225994?s=2&t=1&l=2023&ct=615&ci=161&pn=7
5285943.0,90.0,3.0,flat,"Avenue de Montchoisi 2, 1006 Lausanne, VD","Lausanne, 3 pièces au 1er étage",2030.0,New,/en/d/flat-rent-lausanne/5285943?s=2&t=1&l=2023&ct=615&ci=162&pn=7
5200265.0,87.0,3.5,flat,"Chemin de la Coudrette, 1015 Lausanne, VD",Splendide appartement 3.5 pièces à Lausanne,2040.0,,/en/d/flat-rent-lausanne/5200265?s=2&t=1&l=2023&ct=615&ci=163&pn=7
5278298.0,87.0,3.5,flat,"Chemin de la Couderette 3, 1012 Lausanne, VD",Magnifique 3.5 p traversant / 2 chambres / 1 SDB / Balcon,2040.0,,/en/d/flat-rent-lausanne/5278298?s=2&t=1&l=2023&ct=615&ci=164&pn=7
5175070.0,78.0,2.0,flat,"Avenue de Collonges 23, 1004 Lausanne, VD",2 pièces avec cachet quartier Beaulieu - Lausanne,2060.0,,/en/d/flat-rent-lausanne/5175070?s=2&t=1&l=2023&ct=615&ci=165&pn=7
5203443.0,102.0,4.0,flat,"Ch. de Boissonnet 67, 1010 Lausanne, VD","Appartement, 4.0 pièce(s)",2060.0,,"/en/d/flat-rent-s)»lausanne/5203443?s=2&t=1&l=2023&ct=615&ci=166&pn=7## «Appartement, 4.0 pièce(s"
5215250.0,62.0,3.0,flat,"Rue de la Borde 37, 1018 Lausanne, VD",Rue de la Borde 37,2070.0,,/en/d/flat-rent-lausanne/5215250?s=2&t=1&l=2023&ct=615&ci=167&pn=7
5231075.0,82.0,3.5,flat,"Ch. des Eterpeys 21, 1010 Lausanne, VD",Votre nouveau chez vous!,2090.0,,/en/d/flat-rent-lausanne/5231075?s=2&t=1&l=2023&ct=615&ci=168&pn=7
5255066.0,68.0,3.5,flat,"Avenue de la Dôle 3, 1005 Lausanne, VD",Appartement de 3.5 pièces avec balcon à louer quartier CHUV,2100.0,,/en/d/flat-rent-lausanne/5255066?s=2&t=1&l=2023&ct=615&ci=169&pn=8
5273608.0,53.0,2.0,flat,"Chemin de Boston 5, 1004 Lausanne, VD",Appartement neuf avec une terrasse exceptionnelle au centre ville !,2100.0,,/en/d/flat-rent-lausanne/5273608?s=2&t=1&l=2023&ct=615&ci=170&pn=8
5285608.0,83.0,3.5,flat,"Ch. du Suchet 3, 1007 Lausanne, VD","Appartement, 3.5 pièce(s)",2100.0,New,"/en/d/flat-rent-s)»lausanne/5285608?s=2&t=1&l=2023&ct=615&ci=171&pn=8## «Appartement, 3.5 pièce(s"
4888516.0,79.0,3.5,flat,"Avenue Louis-Ruchonnet 19, 1003 Lausanne, VD",Proche du centre,2110.0,,/en/d/flat-rent-lausanne/4888516?s=2&t=1&l=2023&ct=615&ci=172&pn=8
5267225.0,67.0,2.0,flat,"Ruelle du Lapin-Vert 1, 1005 Lausanne, VD",BEAUCOUP DE CHARME POUR CE 2 PIECES DE 67M2,2120.0,,/en/d/flat-rent-lausanne/5267225?s=2&t=1&l=2023&ct=615&ci=173&pn=8
5259316.0,97.0,4.5,flat,"Chemin d'Entrebois 33, 1018 Lausanne, VD",,2130.0,,/en/d/flat-rent-lausanne/5259316?s=2&t=1&l=2023&ct=615&ci=174&pn=8
5262040.0,75.0,3.5,flat,"Avenue Belles-Roches 1B, 1004 Lausanne, VD",Superbe appartement de 3.5 pièces au coeur de Lausanne,2135.0,,/en/d/flat-rent-lausanne/5262040?s=2&t=1&l=2023&ct=615&ci=175&pn=8
5186049.0,,2.5,flat,"Rue du Valentin 64, 1004 Lausanne, VD",Appartement luxueux et neuf de 2.5 pièces au centre ville,2140.0,,/en/d/flat-rent-lausanne/5186049?s=2&t=1&l=2023&ct=615&ci=176&pn=8
5204063.0,96.0,3.0,flat,"Chemin de Chandieu 3, 1006 Lausanne, VD",Dans quartier calme.,2140.0,,/en/d/flat-rent-lausanne/5204063?s=2&t=1&l=2023&ct=615&ci=177&pn=8
5220845.0,70.0,2.0,flat,"1004 Lausanne, VD","Magnifique 2,5 pièces / Vue imprenable / Balcon / Véranda",2140.0,,/en/d/flat-rent-lausanne/5220845?s=2&t=1&l=2023&ct=615&ci=178&pn=8
5223718.0,78.0,3.5,flat,"Chemin de Pierrefleur 3, 1004 Lausanne, VD","Magnifique logement n° 1, neuf de 3.5 pièces avec balcon au rez sup.",2140.0,,/en/d/flat-rent-lausanne/5223718?s=2&t=1&l=2023&ct=615&ci=179&pn=8
5237793.0,66.0,2.5,furnished-residential-property,"1004 Lausanne, VD","MEUBLÉ, DURÉE DÉTERMINÉE: APPARTEMENT 2½ PIÈCES À LAUSANNE - BEAULIEU/",2142.0,,/en/d/furnished-residential-property-rent-lausanne/5237793?s=2&t=1&l=2023&ct=615&ci=180&pn=8
5247080.0,55.0,2.5,furnished-residential-property,"1003 Lausanne, VD","MEUBLÉ, DURÉE DÉTERMINÉE: APPARTEMENT 2½ PIÈCES À LAUSANNE - CENTRE-VI",2142.0,,/en/d/furnished-residential-property-rent-lausanne/5247080?s=2&t=1&l=2023&ct=615&ci=181&pn=8
5174695.0,100.0,4.0,flat,"9 Pré-du-Marché, 1004 Lausanne, VD",Appartement au centre ville de 4 pièces au 3ème étage,2150.0,,/en/d/flat-rent-lausanne/5174695?s=2&t=1&l=2023&ct=615&ci=182&pn=8
